tanggal,waktu,id,produk
07/31/2023 11:54:00,11:54:00 AM,499,Selai Coklat Biasa 250gr
07/31/2023 13:05:00,01:05:00 PM,500,Diamond Coklat Blok
07/31/2023 13:07:00,01:07:00 PM,501,Cup 14 Oz
07/31/2023 13:07:00,01:07:00 PM,501,Cup 10 Tinggi
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Mika Brownis Uk M
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Claris Merah
07/31/2023 14:02:00,02:02:00 PM,502,Dancow Sachet
07/31/2023 14:02:00,02:02:00 PM,502,Dancow Sachet
07/31/2023 15:03:00,03:03:00 PM,503,Sun Kara
07/31/2023 15:03:00,03:03:00 PM,503,Sun Kara
